link,headline,category,short_description,authors,date,text,x,y
https://www.huffingtonpost.com/entry/cheap-celeb-finds_n_5599919.html,"We NEED Your Cheap Short Shorts, Taylor Swift",STYLE,,Michelle Persad,2014-07-19,"We NEED Your Cheap Short Shorts, Taylor Swift ",3.4685433,-14.749356
https://www.huffingtonpost.com/entry/jurassic-world-high-heels_us_55b11a62e4b0a9b94853e5d3,Now Everyone In 'Jurassic Park' Can Wear High Heels,COMEDY,This will pump you up.,Ron Dicker,2015-07-23,Now Everyone In 'Jurassic Park' Can Wear High Heels This will pump you up.,4.5717683,-15.936521
https://www.huffingtonpost.com/entry/secret-nude-beach_us_5b9dc300e4b03a1dcc8c9224,The 5 Most Secret Nude Beaches In America,TRAVEL,"Denny-Blaine Park in Seattle, Washington This little beach off the edge of a park is reportedly only about 80 feet wide... which",Suzy Strutner,2014-01-07,"The 5 Most Secret Nude Beaches In America Denny-Blaine Park in Seattle, Washington This little beach off the edge of a park is reportedly only about 80 feet wide... which",-22.39214,10.55269
https://www.huffingtonpost.com/entry/trump-las-vegas-shooting-response-presidential_us_59d25620e4b09538b509b419,Journalists And Pundits Praise Trump's Response To Las Vegas Shooting As 'Very Presidential',POLITICS,The pattern of praising Trump for reading from a teleprompter continues.,Marina Fang,2017-10-02,Journalists And Pundits Praise Trump's Response To Las Vegas Shooting As 'Very Presidential' The pattern of praising Trump for reading from a teleprompter continues.,18.918203,8.798685
https://www.huffingtonpost.com/entry/right-left-handed-genetic-gene-variations_us_5b9d81a5e4b03a1dcc88e0fc,Are You Right- Or Left-Handed? It Could Be Genetic,WELLNESS,"When this particular PCSK6 gene is disrupted in mice, researchers found that there were defects in left-right asymmetry, such",,2013-09-14,"Are You Right- Or Left-Handed? It Could Be Genetic When this particular PCSK6 gene is disrupted in mice, researchers found that there were defects in left-right asymmetry, such",-3.5269504,-28.856173
https://www.huffingtonpost.com/entry/complaints-wrong-wheaton-college_us_56991a10e4b0778f46f90d6e,People Are Complaining To The Wrong Wheaton College,COLLEGE,*head desk*,"COLLIN BINKLEY, AP",2016-01-15,People Are Complaining To The Wrong Wheaton College *head desk*,10.181048,2.0371864
https://www.huffingtonpost.com/entry/women-in-business-jessica_b_7254722.html,"Women in Business: Jessica Hawthorne-Castro, Chairman and CEO, Hawthorne Direct",BUSINESS,,"Laura Dunn, ContributorSocial Media and Communications Professional, Founder and Edit...",2015-05-11,"Women in Business: Jessica Hawthorne-Castro, Chairman and CEO, Hawthorne Direct ",4.462004,-7.353566
https://www.huffingtonpost.com/entry/richard-pryor-daughter-marlon-brando_us_5a7db9e3e4b044b3821cacff,Richard Pryor’s Daughter Denies That He Slept With Marlon Brando,ENTERTAINMENT,Quincy Jones and Jennifer Pryor Lee said earlier this week that the comedian and actor had had sex.,Elyse Wanshel,2018-02-09,Richard Pryor’s Daughter Denies That He Slept With Marlon Brando Quincy Jones and Jennifer Pryor Lee said earlier this week that the comedian and actor had had sex.,16.074188,-18.963154
https://www.huffingtonpost.com/entry/adam-lambert-original-high_us_557b0fb1e4b054f2de28f981,"Adam Lambert On His New Album, 'The Original High,' And Why He Turned Down 'Hedwig'",QUEER VOICES,"Adam Lambert says he turned down a major Broadway role, but for a good reason.  The 33-year-old pop star told Queerty’s Jeremy",Curtis M. Wong,2015-06-12,"Adam Lambert On His New Album, 'The Original High,' And Why He Turned Down 'Hedwig' Adam Lambert says he turned down a major Broadway role, but for a good reason.  The 33-year-old pop star told Queerty’s Jeremy",22.0419,-0.3806832
https://www.huffingtonpost.com/entry/kids-battling-cancer-go-to-their-happy-places-in-dreamy-photo-series_us_55e7765de4b0aec9f355f35d,Kids Battling Cancer Go To Their 'Happy Places' In Dreamy Photos,PARENTS,"“When I was getting anxious or scared, Mommy would say ‘Go to your happy place, go to your happy place.’""",Caroline Bologna,2015-09-03,"Kids Battling Cancer Go To Their 'Happy Places' In Dreamy Photos “When I was getting anxious or scared, Mommy would say ‘Go to your happy place, go to your happy place.’""",-7.1362987,-7.6166387
https://www.huffingtonpost.com/entry/whisper-in-my-mask_n_5726086.html,'Whisper In My Mask' Explores The Stunning Complexities Of Disguise,ARTS,,Priscilla Frank,2014-08-29,'Whisper In My Mask' Explores The Stunning Complexities Of Disguise ,0.16005099,-5.223699
https://www.huffingtonpost.com/entry/dear-family-whisperer-why-you-shouldnt-make-your-kid-clean-his-room_b_7577048.html,Dear Family Whisperer: Why You Shouldn't Make Your Kid Clean His Room,PARENTS,"Your son is still discovering what makes him comfortable.  It might be a messy room.  Or, not. It's up to him to find out. And if you give him a little room (pun intented), you might be surprised that he's willing to put in the time and energy to have a clean one.  Or, not!","Melinda Blau, ContributorAuthor, 'Family Whispering'",2015-06-16,"Dear Family Whisperer: Why You Shouldn't Make Your Kid Clean His Room Your son is still discovering what makes him comfortable.  It might be a messy room.  Or, not. It's up to him to find out. And if you give him a little room (pun intented), you might be surprised that he's willing to put in the time and energy to have a clean one.  Or, not!",-14.393001,-12.8825655
https://www.huffingtonpost.com/entry/guajataca-dam-puerto-rico-hurricane-maria-evacuate_us_59c58844e4b06ddf45f7fe7b,Tens Of Thousands In Puerto Rico Told To Evacuate Immediately As Dam Cracks,GREEN,"70,000 people are at risk.",Ryan Grenoble,2017-09-22,"Tens Of Thousands In Puerto Rico Told To Evacuate Immediately As Dam Cracks 70,000 people are at risk.",-0.44918126,18.511951
https://www.huffingtonpost.com/entry/mary-mcdonald-interview_us_5b9ba231e4b03a1dcc792d13,A Conversation With Decorator and Reality TV Star Mary McDonald,HOME & LIVING,"On the reality television show Million Dollar Decorators, Mary McDonald won viewers with her lush and stunning design projects as well as with her biting sense of humor. Here, Mary talks about great ideas and being naughty.","Blue Carreon, Contributor
Fashion writer",2012-04-27,"A Conversation With Decorator and Reality TV Star Mary McDonald On the reality television show Million Dollar Decorators, Mary McDonald won viewers with her lush and stunning design projects as well as with her biting sense of humor. Here, Mary talks about great ideas and being naughty.",3.0668643,-23.583073
https://www.huffingtonpost.com/entry/metabolic-stress-atrial-fibrillation-risk-factor_us_5b9cb412e4b03a1dcc810732,Metabolic Stress Identified As Possible Risk Factor For Atrial Fibrillation,WELLNESS,This is the first time that metabolic stress has been linked to irregular heart rhythms in the upper chambers of the heart,,2013-01-09,Metabolic Stress Identified As Possible Risk Factor For Atrial Fibrillation This is the first time that metabolic stress has been linked to irregular heart rhythms in the upper chambers of the heart,-20.091915,-4.876276
https://www.huffingtonpost.com/entry/marc-jacobs-dose-of-reali_us_5b9de027e4b03a1dcc8e0012,Marc Jacobs' Big Dose of Reality,STYLE & BEAUTY,"New York Fashion Week appeared to start to settle down a bit, at least from where we sit across the continent. That is, until the Marc Jacobs show.","Paula Mangin, Contributor
Co-founder of Blankstareblink.com, a blog where we give Father...",2014-02-18,"Marc Jacobs' Big Dose of Reality New York Fashion Week appeared to start to settle down a bit, at least from where we sit across the continent. That is, until the Marc Jacobs show.",2.4037237,-17.26346
https://www.huffingtonpost.com/entry/8-ways-leaders-become-bet_b_8089954.html,8 Ways Leaders Become Better,BUSINESS,Leadership still is viewed as central to an organization's success because it is what motivates and inspires the rest of the team to be accountable and productive.,"Murray Newlands, ContributorEntrepreneur, investor, business advisor and speaker",2015-09-07,8 Ways Leaders Become Better Leadership still is viewed as central to an organization's success because it is what motivates and inspires the rest of the team to be accountable and productive.,-10.421231,1.8914447
https://www.huffingtonpost.com/entry/trump-ken-bone-joe-scarborough_us_57fe5361e4b0e8c198a52fd5,"Trump Is About As Likely To Be Elected As Kenneth Bone, Says Joe Scarborough",POLITICS,The GOP nominee probably wouldn't be too pleased to hear this comparison.,Willa Frej,2016-10-12,"Trump Is About As Likely To Be Elected As Kenneth Bone, Says Joe Scarborough The GOP nominee probably wouldn't be too pleased to hear this comparison.",21.313139,13.299064
https://www.huffingtonpost.com/entry/robots-jobs-economist-erik-brynjolfsson-video_us_56f954cbe4b0143a9b48af6b,We Might Be All Wrong About Robots Taking Our Jobs,BUSINESS,"""It’s true that robots are taking away some jobs, but at the same time they’re creating lots of new jobs,"" one economist says.",Jacqueline Howard,2016-03-28,"We Might Be All Wrong About Robots Taking Our Jobs ""It’s true that robots are taking away some jobs, but at the same time they’re creating lots of new jobs,"" one economist says.",-7.8109255,-0.5526809
https://www.huffingtonpost.com/entry/congressional-black-caucus-trump_us_58a76e93e4b037d17d27cb22,Congressional Black Caucus Members Tell The Trump Administration How They Really Feel,POLITICS,🔥 🔥 🔥,Nick Wing,2017-02-17,Congressional Black Caucus Members Tell The Trump Administration How They Really Feel 🔥 🔥 🔥,11.87089,6.90369
https://www.huffingtonpost.com/entry/ninja-warrior-chicken-obstacle-course_us_5638d381e4b00a4d2e0bddc2,'Ninja Warrior' Chicken Nails Obstacle Course,WEIRD NEWS,Fowl phenom,Ron Dicker,2015-11-03,'Ninja Warrior' Chicken Nails Obstacle Course Fowl phenom,-9.889212,6.15052
https://www.huffingtonpost.com/entry/portland-jogger-falls-in-snow_us_5bad31f2e4b04234e857e0ab,Portland Jogger Falls On Her Butt In Snow Right After Local News Interview,COMEDY,"Giving the perception that Fred Armisen and Carrie Brownstein of ""Portlandia"" may not be much of a stretch from the real",Ross Luippold,2014-02-09,"Portland Jogger Falls On Her Butt In Snow Right After Local News Interview Giving the perception that Fred Armisen and Carrie Brownstein of ""Portlandia"" may not be much of a stretch from the real",7.0555634,-8.554043
https://www.huffingtonpost.comhttp://pubx.co/FtZXok,Study Finds Women Who Want Abortions Are Often Given Misleading Information,HEALTHY LIVING,"It’s the law in 38 states that when a woman chooses to have an abortion, a doctor has to counsel her and give her informational",,2016-03-04,"Study Finds Women Who Want Abortions Are Often Given Misleading Information It’s the law in 38 states that when a woman chooses to have an abortion, a doctor has to counsel her and give her informational",-4.059703,2.676661
https://www.huffingtonpost.com/entry/healthy-thanksgiving-recipes-just-a-yittle_n_6180726.html,6 Tiny Tweaks To Make Your Thanksgiving Recipes Just A Little Bit Healthier,HEALTHY LIVING,"By all means, eat your heart out!",Kate Bratskeir,2014-11-25,"6 Tiny Tweaks To Make Your Thanksgiving Recipes Just A Little Bit Healthier By all means, eat your heart out!",-28.165821,-7.175224
https://www.huffingtonpost.com/entry/cheap-celeb-finds_us_57470d2ce4b055bb1171578a,Selma Blair's Amazing Flat Shoes Top Our Cheap Celeb Finds List,STYLE,"Thanks for doing the legwork, Blair.",Michelle Persad,2016-05-28,"Selma Blair's Amazing Flat Shoes Top Our Cheap Celeb Finds List Thanks for doing the legwork, Blair.",4.6067853,-15.629287
https://www.huffingtonpost.com/entry/gossip_us_5b9bbe10e4b03a1dcc79fdc2,Is Gossip Killing Your Relationships?,WELLNESS,"In my work as life coach, my clients often complain that people in their lives are always trying to ""fix"" them.  While these ""Fixers"" may be well meaning, sometimes their reliance on fixing other people's problems to bolster their own self-worth and identity.","Lisa Haisha, Contributor
Creator of Transformative Therapy, SoulBlazing and Host of The...",2012-06-07,"Is Gossip Killing Your Relationships? In my work as life coach, my clients often complain that people in their lives are always trying to ""fix"" them.  While these ""Fixers"" may be well meaning, sometimes their reliance on fixing other people's problems to bolster their own self-worth and identity.",-8.945724,-25.442806
https://www.huffingtonpost.com/entry/syria-airstrikes-msf-hospital_us_56c1a5e0e4b0b40245c721c7,Doctors Without Borders: Hospital In Northern Syria 'Deliberately' Hit By Air Strikes,THE WORLDPOST,"""The destruction of this hospital deprives about 40,000 people of healthcare in this conflict zone.""",,2016-02-15,"Doctors Without Borders: Hospital In Northern Syria 'Deliberately' Hit By Air Strikes ""The destruction of this hospital deprives about 40,000 people of healthcare in this conflict zone.""",4.02068,24.029615
https://www.huffingtonpost.com/entry/right-to-tampons-men-polling_us_59f0e597e4b043885914d004,Lots Of Men Still Don't See Tampons As A Basic Right,WOMEN,"Poor women and girls often miss out of school, work and other opportunities because they can't afford menstrual hygiene products.",Eleanor Goldberg,2017-10-26,"Lots Of Men Still Don't See Tampons As A Basic Right Poor women and girls often miss out of school, work and other opportunities because they can't afford menstrual hygiene products.",0.21234858,-13.4897785
https://www.huffingtonpost.com/entry/even-more-denmark-a-gathering-of-chocolate_us_5b9db18de4b03a1dcc8b92a4,Even More Denmark: A Gathering of Chocolate and Beer,FOOD & DRINK,"Danes are making our holidays sweeter than ever. Jeppe Jarnit-Bjergsø, in particular, is brewing up some celebratory specials.","Dark Rye, Contributor
An online magazine from Whole Foods Market",2013-12-04,"Even More Denmark: A Gathering of Chocolate and Beer Danes are making our holidays sweeter than ever. Jeppe Jarnit-Bjergsø, in particular, is brewing up some celebratory specials.",-31.078552,0.788603
https://www.huffingtonpost.com/entry/four-presidents-four-first-ladies-pose-for-photo-at-barbara-bush-funeral_us_5adce3aae4b009869bfa77b6,"4 Presidents, 4 First Ladies Pose For Photo At Barbara Bush Funeral",POLITICS,What a photo.,Rebecca Shapiro,2018-04-22,"4 Presidents, 4 First Ladies Pose For Photo At Barbara Bush Funeral What a photo.",9.617547,4.6251583
